"";"data"
"8641";"Ese duelo entre @Sebas_Vettel y @alo_oficial fue el mejor de la temporara de #F1 #2014 #BritishGP #Silverstone #WOW #Vettel"
"8642";"RT @anniiiii___: goooooo Seb! #BritishGP"
"8643";"YESSSS!!!! #BritishGP #sebastianvettel #fernandoalonso #overtake"
"8644";"A todo esto, Ricciardo está 3ro! Ganó en Montreal y ahora, podio! #F1 #BritishGP"
"8645";"@suziperry Great listening to Christian Horner as Vettel put the pass on Alonso, wheel to wheel action #Silverstone50 #BritishGP"
"8646";"RT @Contaombre: Quando Alonso si ritirerà potrà fare il notaio con successo #BritishGP"
"8647";"RT @Towno10: Amazing truly amazing #Alonso #Vettel #BritishGP. Stop complaining Vettel drivers have had to put up with this for years."
"8648";"That was cool between #Vettel and #Alonso but #Ricciardo outraces once gain #BritishGP"
"8649";"+1 RT @Heidi_GarciaF: Ahhhhh @alo_oficial tambien se queja! Para los que decían que silo #Vettel llora. #F1 #GPGranBretana #BritishGP"
"8650";"genau: ""Fahren statt petzen"" #Formel1 gerade nur so: *mimimimi* *mecker mecker* #Alonso soll fahren und seine Fresse halten. #BritishGP"
"8651";"3 laps to go at Silverstone. HAM leads from BOT, RIC, BUT, VET, ALO, MAG, HUL, KVY, VER #BritishGP #F1"
"8652";"Listening to both Vettel and Alonso yelling about each other on the radio is seriously entertaining #Silverstone50 #BritishGP #greatracing"
"8653";"Driving level -legendary @alo_oficial #BritishGP #F1"
"8654";"""@Gwambo_: @Criploko @IamClemoh well in Vetel #BritishGP #Silverstone50"""
"8655";"Alonso Vs Vettel #UFC #F1 #BritishGP"
"8656";"49/52 Hamilton leading from Bottas and Ricciardo in 3rd #BritishGP #F1 Silverstone"
"8657";"RT @F1Newsinfo: Due pazzi, ma campionissimi! Che sorpasso! #F1 #BritishGP"
"8658";"So is Alonso saying Vettle used DRS to pass him when he shouldn't have? #BritishGP"
"8659";"WoW!!! #Alonso vs #Vettel  <U+0001F49A><U+0001F49B><U+0001F499>#F1 #BritishGP"
"8660";"4laps to go. #Hamilton had better hold-on for a home victory. #BritishGP #F1 #TeamLH"
"8661";"Lap 49: @JensonButton doesn't look likely to challenge @danielricciardo, sadly. @KevinMagnussen may still catch @alo_oficial #BritishGP"
"8662";"#F1 #BritishGP 3 more laps to go and our @LewisHamilton still leading..."
"8663";"L'imposteur Vettel à nouveau humilié par Ricciardo. #BritishGP"
"8664";"Feel so excited... #F1 #BritishGP"
"8665";"Vettel's such a pathetic little petulant child, moaning like a 5yo who doesnt get his way all the time! #BritishGP #SkyF1 @SkySportsF1"
"8666";"Come on Kevin. Drive! #F1 #BritishGP"
"8667";"VET constantly moaning about ALO exceeding track limits then promptly puts the entire car half a meter outside the lines #BritishGP #irony"
"8668";"Last couple of laps. Bring it home Lewis! #LH44 #BritishGP #Silverstone50"
"8669";"#F1 v49/52 que gran pase de Vettel a Alonso. por fin una pelea como debe ser en la carrera. aplausos para ellos/#BritishGP #GPSilverstone"
"8670";"So apparently there was a red flag at the start... That is NOT going to be the talking point at the end #BritishGP #F1"
"8671";"Hamilton udah jauh banget, pasti menang nih #BritishGP"
"8672";"Fuck off, #Vettel, you whiney little Bitch #RedBullF1 #BritishGP"
"8673";"Alonso: Deve ridarmi la posizione immediatamente #F1 #BritishGP"
"8674";"Thank fuck for that,, c'mon Vettel!! #F1 #BritishGP"
"8675";"Vettel was clearly watching @lorenzo99 vs @marcmarquez93 in @MotoGP last year. Played Jorge's Luffield move successfully twice! #BritishGP"
"8676";"Button 4e tente de revenir sur Ricciardo #BritishGP"
"8677";"C'mon @LewisHamilton !! #TeamLH #BritishGP #bbcf1"
"8678";"#Vettel is the biggest cry baby. Embarrassment as a world champ #BritishGP"
"8679";"RT @TheSwiss_: Vettel avec les 4 roues en dehors de la piste #BritishGP http://t.co/kk98kg28to via @Mattzel89"
"8680";"Great racing between Alonso and Vettel #whohasthebiggestballs #F1 #BritishGP"
"8681";"2 cry babies racing :D #formula1 #F1 #Silverstone50 #BritishGP"
"8682";"#Vettel is such a mardy bastard. #silverstone #F1 #SkyF1 #BritishGP"
"8683";"Championship leader Nico Rosberg out of the race...and now the pendulum swings back in Hamilton's favor. #F1 #BritishGP"
"8684";"Wish my balls were as big as Fernando Alonso's. Awesome! #BritishGP"
"8685";"RT @F1_Banter_Page: Hamilton fans right now.... #silverstoned #britishgp http://t.co/ko7wF4Y38I"
"8686";"Ricciardo will hold on to third. A great result in the scheme of things. #BritishGP"
"8687";"Alsonso laaaaber nicht. #BritishGP"
"8688";"""@F1grid: That. Was. Great. Racing. #F1 #FuelYourFire #BritishGP"""
"8689";"Brilliant racing between Alonso and Vettel. Pity they are both whinging about it so much #F1 #BritishGP"
"8690";"Qué lucha.  Increíble! #BritishGP"
"8691";"Great move Vettel, nearly as good as your fucking moaning. #F1 #BritishGP"
"8692";"Alonso and Vettel whining on their radios like little kids... Man up and race #F1 #BritishGP"
"8693";"RT @Drivin4Pleasure: Alonso is probably exceeding the limits of the Ferrari as well as the track, good to watch though #F1 #BritishGP"
"8694";"#BritishGP great move by @officialvettel"
"8695";"Oh God.. The intensity between Alonso and Vettel is soooo damn high! #F1 #BritishGP"
"8696";"#Vettel showed grit in passing a super brave #Alonso but both won't stop whining. Someone make these two teammates please. #F1 #BritishGP"
"8697";"WOW side by side duel Vettlel/Alonso...Vettle not happy! #BritishGP"
"8698";"#BritishGP vamos Alonso ..keep pushing for all those you have been chasing vattel but its payback time."
"8699";"Lap 50/52: 1Ham 2Bot 3Ric 4But 5Vet 6Alo 7Mag 8Hul 9Kyv 10Ver. Alo saying Vet used DRS in a no-DRS zone. #BritishGP"
"8700";"#BritishGP 49/52: secondo #Alonso, #Vettel ha usato il DRS quando non doveva."
"8701";"If we could just turn off Alonso &amp; Vettel's radio, that would be great #pleaseandthanks #F1 #BritishGP"
"8702";"We think we may go temporarily deaf when @LewisHamilton crosses the finish line...#BritishGP #BritishFans"
"8703";"The battle between Vettel &amp; Alonso couldn't have got more wheel to wheel! #BritishGP http://t.co/kmvey1q8H0 #SkyF1 http://t.co/cYZF3EMnvL"
"8704";"All is not well with that pass with Alonso #F1 #BritishGP"
"8705";"Alonso &amp; Vettel need to stop whinging &amp; get on with it. #BritishGP #Silverstone #SkyF1"
"8706";"“@MonsoonEstates: WENDY!!!!     @Wendyohare   Don't burn hubbies  shirt!” Keeping everything crossed @LewisHamilton to win #BritishGP"
"8707";"RT @LaureLeMansFC: Vettel est un con, non? #F1 #BritishGP"
"8708";"BUT chipping away at RIC's lead still, steadily but still way too slowly. 5.5 seconds behind #F1 #BritishGP"
"8709";"Ultimately, it was the Vettel's RB superior aero that decided this epic battle.(But also a considerable size of cojones!)  #F1 #BritishGP"
"8710";"A llorar a otro lado chingadamadre Alonso. No seas puto.  Esto es de hombres. 49/52 #BritishGp Riccardo hace 3ro."
"8711";"Wonder which black and gold car #13 @therealdcf1 might've meant when he said some drivers aren't good at close safe battles? #F1 #BritishGP"
"8712";"“@MerceAlvarez92: Nico #Rosberg is speaking to the Spanish press. He has a fantastic Spanish! #BritishGP” really? cool."
"8713";"Gracias @Sebas_Vettel  eres un chingon #BritishGP"
"8714";"RT @FakeChloeR: VETTEL USED HIS DRS, I SWEAR!!! #bbcf1 #BritishGP"
"8715";"Clearly, I was wrong lol. Drivers will stay where they are! #BritishGP #SILVERSTONE http://t.co/wrO46oRyR1"
"8716";"Such a good battle between @alo_oficial and Vettel, great late breaking for the overtake #greatdriving . #BritishGP #anger @tensporttv"
"8717";"Watching live on TV  #BritishGP #F1 #Silverstone. Lap 49/52 (4 Laps remaining) supporting #LewisHamilton"
"8718";"And Vettel gets the better of Alonso for 5th. #F1 #BritishGP"
"8719";"#COMEONLEWIS #BritishGP <U+0001F3C1><U+0001F389>"
"8720";"VET ALO #BritishGP  #awesome"
"8721";"RT @F1_Fans_Updates: #F1 #BritishGP This is a GREAT battle for 5th between ALO and VET!"
"8722";"Christian Horner should be a race commentator when he leaves Red Bull, Hamilton still leading, 4 laps to go. #BritishGP #F1"
"8723";"#COMEONLEWIS!! RT @MercedesAMGF1: 5 laps to go - @LewisHamilton leads by 24secs. Everyone together now... #COMEONLEWIS!!!!!! #F1 #BritishGP"
"8724";"Seb llorando porque no podía adelantar a Alo, que penita más grande <U+0001F602><U+0001F602><U+0001F602><U+0001F602> #F1 #BritishGP"
"8725";"#F1 #BritishGP Beaucoup de règlement de compte par la radio entre Alonso et Vettel."
"8726";"Qué llorón Vettel!! @F1Tornello #BritishGP"
"8727";"This battle has been one of the best of the season #BritishGP #F1"
"8728";"RT @MotorResults: World champions .... ! #F1 #silverstone #BritishGP"
"8729";"bek dicht en gewoon racen, niet zeiken. #BritishGP"
"8730";"Bloody hell, Vettel loves a moan! #BritishGP"
"8731";"Agree with Crofty, it is a brilliant scrap. Vettel stop being pansy, this is a fucking race! #BritishGP"
"8732";"Nico Rosberg won't be on the podium  at #BritishGP after gearbox problem....this an advantage for Lewis Hamilton..."
"8733";"I reckon Alonso &amp; Vettel might have a fist fight after the race #BritishGP @bbcf1"
"8734";"Wow Alonso and vettel having goes at each other on the team radios lol #BritishGP #F1"
"8735";"Quando Alonso si ritirerà potrà fare il notaio con successo #BritishGP"
"8736";"Stop bitching Vettel, its racing FFS!! #f1 #BritishGP"
"8737";"Stop moaning Vettel… it’s racing. Deal with it! #F1 #BritishGP"
"8738";"loved that move from Vettel over Alonso. #BritishGP #F1"
"8739";"What a battle between Vettel and Alonso, that was incredible racing #BritishGP"
"8740";"Alonso claims Vettel was using DRS outside activation zone to overtake him #F1 #BritishGP"
"8741";"Bloody hell @alo_oficial @Sebas_Vettel how close can you get!! #GrandPrix #BritishGP"
"8742";"“@MercedesAMGF1: 5 laps to go - @LewisHamilton leads by 24secs. Everyone together now... #COMEONLEWIS!!!!!! #F1 #BritishGP”#fingercrossed"
"8743";"#F1 #BritishGP Epic battle Vettel vs Alonso on track… and via radio!"
"8744";"Hahaha, even when Vettel gets past he's still on the radio complaining. Sucks when you actually have to earn it eh? #F1 #BritishGP"
"8745";"Increíble lo que nos regalaron en la 49 Vettel y Alonso #BritishGP"
"8746";"Alonso has just accused Vettel of improper DRS usage… #BritishGP"
"8747";"A llorar a otro lado!! Qué rebase de Vettel!!!  #F1 #BritishGP"
"8748";"JA KLAAAAAAAAAAAAAAR IST OK ALONSO HALDAMAUL #f1 #formel1 #britishgp #alwaysbelieveinseb"
"8749";"My heart can't take this... Jesus fucking Christ. Alonso vs Vettel 2014, never forget. #f1 #formula1 #britishGP"
"8750";"What a move Sebastian Vettel!! #britishgp"
"8751";"I'm no Alonso fan but upsetting Vettel has made him my new hero :D also - Go Lewis! #BritishGP #F1"
"8752";"Incredible confrontation magnificent #Alonso and whiny #Vettel. #F1 #BritishGP"
"8753";"RT @Seb_marry_me: Wow Seb <U+0001F60D><U+0001F60D><U+0001F60D> <U+0001F51D><U+0001F51D><U+0001F51D><U+0001F51D>  #F1 #BritishGP #Silverstone"
"8754";"4 laps remaining  #BritishGP #F1"
"8755";"#BritishGP #F1 vettel u beauty,what a breath taking over-take"
"8756";"GO BOTTAS!!! #F1 #BritishGP"
"8757";"I swear Alonso said ""I need to poo."" #BritishGP"
"8758";"Great battle between Alonso and Vettel. #f1 #BritishGP"
"8759";"Vettel four wheels off the track overtaking. Surely a penalty, like Grosjean on Massa in Hungrary last year #SkyF1 @CroftyF1 #BritishGP"
"8760";"The tweets on my wall all consist of 3 programmes on 3 different channels. Which to watch? #britishgp #Wimbledon #tourdefrance"
"8761";"RT @F1grid: Indeed RT @BaronVonClutch: HOLY BALLS. THIS IS CLOSE. #F1 http://t.co/Fj4zuvvN4r #F1 #FuelYourFire #BritishGP"
"8762";"Quelle défense d'Alonso tout de même. Magnifique lutte qui montre que les pilotes peuvent encore faire la différence ! #BritishGP"
"8763";"Alonso's turn to moan like a little bitch #BritishGP"
"8764";"How Fernando and Vettel didn't touch is unbelievable #BritishGP"
"8765";"#BritishGP Lap 49 - Alonso says ""Vettel used DRS in places where he was not allowed to."""
"8766";"RT @R_GOONER: You can't beat it when the best of the best go wheel to wheel #Alonso #Vettel #BritishGP"
"8767";"Oh wow! Supreme close quarter racing there between Alonso and Vettel! #class #BritishGP #bbcf1 and fantastic commentary from Christian"
"8768";"“@F1Times: How close do they want to get? Pretty darn close! http://t.co/lPd3nil6vU #F1” Awesome!!! #BritishGP"
"8769";"Go on Vettel lad #F1 #BritishGP xxx"
"8770";"Vettel &amp; Alonso. Best Friends. (not) <U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602> #F1 #BritishGP"
"8771";"@Sebas_Vettel you little baby.. Cry cry cry !!.. Phenomenal drive @alo_oficial #F1 #Ferrari #BritishGP #topclass"
"8772";"#SSF1 #AbsoluteF1 #KeepFightingMichael #BritishGPAlonso ""allows"" Vettel through after a spectacular dogfight. Well Done to Vettel"
"8773";"Fair play to Vettel there, what a battle that was! Gotta love Alonso! #F1 #BritishGP"
"8774";"#BritishGP The Alonso and Vettel whinging show!!!"
"8775";"Wow Vettel passes! #BritishGP"
"8776";"Sakit ini balapan… #F1 #BritishGP"
"8777";"RT @EmBuxton: Come on @JensonButton #pinkforpapa #F1 #BritishGP @SilverstoneUK #ForJohn xx"
"8778";"Great racing there between three two champions. Wheel to wheel racing at its finest. #F1 #BritishGP"
"8779";"alonso is going mad haha :o #f1 #BritishGP"
"8780";"4 laps to go - @LewisHamilton leads by 24secs. Everyone together now... #COMEONLEWIS!!!!!! #F1 #BritishGP"
"8781";"Vettel keeps complaining about going off while he passes Alonso for 5th. #BritishGP #SkyF1 #DoesntMakeAnySense"
"8782";"Che duello!!!!!! Bello bello bello!!!!! #BritishGP #SkyMotori @alo_oficial #Vettel"
"8783";"Vettel FDP quand ça tourne pas comme tu veux tu chouines ! #Vettel #BritishGP"
"8784";"Seriously Vettel needs to get a grip. This is what it is like to race #BritishGP #SkyF1"
"8785";"At that speed. “@F1_Madness: That was and epic, epic battle between Vettel and Alonso. Whee-to-wheel racing at its finest #F1 #BritishGP”"
"8786";"Definition of ""Vettel"": a wet blanket, also known to mean ""throwing toys out of pram"". #SkyF1 #BritishGP #vettel #alonso"
"8787";"Wow! Now that's some racing with #Alonso &amp; #Vettel showing why their both world champions #BritishGP #SkyF1"
"8788";"VETTEL USED HIS DRS, I SWEAR!!! #bbcf1 #BritishGP"
"8789";"#Vettel capace solo di lamentarsi. #BritishGP"
"8790";"RT @chetannarula: Alonso-Vettel on the edge.... Just how did they not crash?! Amazing racing! #F1 #BritishGP"
"8791";"3 laps to go #BritishGP"
"8792";"Vettel avec les 4 roues en dehors de la piste #BritishGP http://t.co/kk98kg28to via @Mattzel89"
"8793";"Anyone got a tin opener #BritishGP http://t.co/YulX9XyPCj"
"8794";"Hate to see it but that is a sensational pass by Vettel on Alonso #Wheeltowheel #BritishGP"
"8795";"Respect. Alonso and Vettel. What amazing driving. #BritishGP #F1"
"8796";"Alonso vs Vettel, madness!! This is so good. #Silerstone #BritishGP #F1"
"8797";"4 laps<U+0E2A><U+0E38><U+0E14><U+0E17><U+0E49><U+0E32><U+0E22> #BritishGP"
"8798";"Oh my goodness!! That's what I call racing how close were they! #Vettel #Alonso like playing chicken! #BritishGP"
"8799";"You passed! What are you moaning about? #Vettel #crybaby #F1 #BritishGP"
"8800";"Wow! #f1 #BritishGP #Ferrari #redbull #Alonso #Vettel"
"8801";"Stop whining vettel, you're not leading the Championship and Alonso is not a back marker. That's what you call racing. #F1 #BritishGP"
"8802";"""He did the same thing again!  He can't do that!"" Translation: ""I'm not winning every race this season and I'm not happy!"" #BritishGP"
"8803";"Overtake of the night!!#F1 #BritishGP #Vettel"
"8804";"Vettel ran wide there at the exit of Copse after that overtake. Report yourself for that, Seb. #BritishGP #F1 #Sky"
"8805";"Iste bu Seb iste bu!!! #5 #sebastianvettel  #BritishGP"
"8806";"Lewis Hamilton continues to lead. #BritishGP"
"8807";"#BritishGP Great racing between Alonso and Vettel. Just a pity they're racing for 5th place!Meanwhile up front ...."
"8808";"Hold on Dan cmon #F1 #BritishGP"
"8809";"#F1 #BritishGP Lap 47; Hamilton leads Botas, Ricciardo, Button, Vettel, Alonso, Magnussen, Hulkenberg, Kvyat, Vergne  #lka #SriLanka"
"8810";"Fantastic  battle between Vettel and Alonso #Silverstone50 #BritishGP"
"8811";"Angry Seb wow! #F1 #BritishGP #Silverstone #goSeb"
"8812";"<U+0411><U+043E><U+0440><U+044C><U+0431><U+0430> <U+0410><U+043B><U+043E><U+043D><U+0441><U+043E> <U+0438> <U+0424><U+0435><U+0442><U+0442><U+0435><U+043B><U+044F> <U+0443><U+043A><U+0440><U+0430><U+0448><U+0435><U+043D><U+0438><U+0435> #BritishGP #F1"
"8813";"'A touch rude by Alonso' - great commentary. Great racing #BritishGP"
"8814";"RT @PlanesTV: #BritishGP, #Wimbledon and #Yorkshire are all trending on @twitter what about #waddington? Maybe with help from @rafredarrows…"
"8815";"@fia #britishGP @fakesilverstone CARRERON EN INGLATERRA EN LA @F1 #F1 rueda a rueda @alo_oficial @Sebas_Vettel http://t.co/O9pbvAHUrS"
"8816";"Wheel-to-wheel battle of the season that for me. What a fight between Alonso and Vettel! @SkySportsF1 @SkyF1Insider #BritishGP"
"8817";"#Vettel if you don't like it done to you. Don't do it to others. #F1 #BritishGP #Silverstone"
"8818";"Five laps to go at Silverstone, HAM leads from BOT, RIC, Jenson, VET, ALO, Kevin, HUL, KVY, VER. #BritishGP"
"8819";"Supreme control and commitment by both world champions there. #Vettel gets the upper hand in the end though.#BritishGP #F1"
"8820";"RT @Janosoto1: WHAT A RACE so far!!! #BritishGP come on #JB22 #pinkforpapa"
"8821";"Wow Alonso and vettel have balls of steel! #BritishGP"
"8822";"What happened there to Alonso? It looked like Alonso's bungee rope craved in!!! #F1 #BritishGP"
"8823";"That #vettel #alonso drive and camera shot was incredible! #F1 #BritishGP"
"8824";"RT @shannon_ae: Hamilton must be loving that Rosberg's out of the race! He's winning it for sure now! #BritishGP"
"8825";"Alonso: Vettel ha usato il DRS dove non poteva #F1 #BritishGP"
"8826";"RT @parks8472: @BadgerGP I can totally see Alonso and Vettel outside the headmaster's officer. ""He started it."" ""No, YOU started it!"" #F1 #…"
"8827";"What a battle with Vettel and Alonso. Almost a shame Vettel got past - wanted a few more laps of that! #BritishGP"
"8828";"Smart move vettel #BritishGP"
"8829";"Vettel in 5th!Still a tosser tho.#BritishGP"
"8830";"Looks like #F1 #BritishGP is going to end just in time for #nascar at @DISupdates"
"8831";"Achei que ia dar ""problema"" essa briga VET X ALO #F1 #BritishGP #Silverstone50 #EleElanaF1"
"8832";"Great overtaking, vettle is back  #F1 #BritishGP"
"8833";"Crazy drive between Vettel and Alonso jheeez #BritishGP #F1"
"8834";"RT @andyacton: @popbangcolour doing his wicked art @SilverstoneUK for the #BritishGP http://t.co/GinE7PoznT"
"8835";"What a GREAT FIGHT that was between Vettel &amp; Alonso they didn't make contact but it wasn't easy. #F1 #BritishGP"
"8836";"That's wheel to wheel racing at it's best #BritishGP"
"8837";"Alonso and Vettel just put on an astonishing show...that was epic! #F1 #BritishGP"
"8838";"That was a hold your breath moment! #BritishGP"
"8839";"Agree! It's awesome. “@tonydizinno: This VET - ALO scrap is more memorable than nearly all of VET's victories. #F1onNBC #BritishGP”"
"8840";"Basically I've put a bet on Bottas or Riccardo to win the #BritishGP how close can I be! 2nd and 3rd!"
"8841";"Fair play Vettel, certainly got it done there. ....Still moaning though! #BritishGP"
"8842";"ALO VS VET = ÉPICO #BritishGP"
"8843";"Vettel should only point out Alonso's misdemeanours now that he is off and away in front of Alonso. Bad play that #BritishGP #Vettel #Alonso"
"8844";"one of the best overtakes ever by Vettel!! #BritishGP #F1"
"8845";"Se ha pasado los dos del límite, que no intervenga nadie! Esto es F1 no la comisaría de policía! #GPGranBretaña #BritishGP"
"8846";"SebVet is such a moaner! I think you""ll find you're forcing Alonso off the track..... #BritishGP #toysoutthepram #tracklimits"
"8847";"Good entertainment in this #Britishgp"
"8848";"Great battle between Vettel and Alonzo! #BritishGP"
"8849";"Just caught up on #BritishGP #F1. I have to say is Kimi's having absolutely no luck this season. But great to see Hamilton back in the lead."
"8850";"#Vettel vs #Alonso… It was great to watch :) xx #BritishGP #Silverstone #F1"
"8851";"4 laps remaining. #BritishGP"
"8852";"This is some bloody good racing today! #BritishGP #F1"
"8853";"Stop your bitchin' Vettel and race, Alonso should of took him out, whiney little prick! #BritishGP"
"8854";"Oooiiiii! That overtake from Vettel on Alonso was EPIC!!!!! #F1 #BritishGP"
"8855";"Alonso and Vettel battle are like two little boys on the play ground... good to watch though ... f1 #BritishGP"
"8856";"This is really turning out to be an exciting race. Real wheel to wheel action. #f1 #BRITISHGP"
"8857";"superb move vettel!! great racing <U+0001F44F> #BritishGP"
"8858";"Awesome from Vettel and Alonso. Proper racing #BritishGP #F1"
"8859";"Vettel providing some great entertainment with his battle against Alonso. Makes a change. #BritishGP #BBCF1 #SkyF1"
"8860";"Just great to watch that footage over and over again. Vettel is very angry with Alonso's manouver #BritishGP #RaceCommentweeter #F1"
"8861";"RT @rajhaveri: Ferrari should warn Alonso. This may ruin his race. #BritishGP #F1"
"8862";"What a camera shot that vettel overtake was. Fantastic #F1 #BritishGP"
"8863";"Waooooio!!!!! Waoooooo piiiña! olvidense de penalizaciones cojollo!!!!ufffff #F1 #BritishGP #silverstone"
"8864";"OMG I've just experienced an erection. FANTASTIC wheel-to-wheel racing between Vettel &amp; Alonso #BritishGP"
"8865";"#BritishGP #Silverstone50 4 more laps to go: HAM - BOT - RIC - BUT - VET - ALO - MAG - HUL - #DK26 P9 - #JEV25 P10. #GOTOROROSSO"
"8866";"One again outstanding driving by @alo_oficial, just imagine what he would have done if he had a good car. #f1 #BritishGP"
"8867";"Vettel whiny as ever #F1 #BritishGP"
"8868";"Hold onto 4th Button please!!! #Formula1 #BritishGP"
"8869";"Vettel finally passes Alonso and he's STILL moaning. It's competitive high adrenaline racing you nob! #BritishGP"
"8870";"Come on Hamilton! #BritishGP <U+0001F1EC><U+0001F1E7><U+0001F1EC><U+0001F1E7>"
"8871";"Oh my!!! He did it! Sebastian! #f1 #BritishGP"
"8872";"Atta boy Vettel. #BritishGP"
"8873";"Great driving from Alonso and Vettel #SkyF1 #BritishGP"
"8874";"#Magnifique #Vettel #BritishGP #F1"
"8875";"Vettel has to work his socks off to pass Alonso. Top class racing! #BritishGP"
"8876";"Vettel consigue pasar a @alo_oficial gran carrera de los dos!! #F1 #BritishGP http://t.co/kMrvUub2yW"
"8877";"Ufff #BritishGP  #Vettel"
"8878";"This VET - ALO scrap is more memorable than nearly all of VET's victories. #F1onNBC #BritishGP"
"8879";"RT @JRobertsF1: This has been a brilliant scrap between Alonso &amp; Vettel - you've gotta love Silverstone... Fingers crossed for Lewis! #f1 #…"
"8880";"RT @F1_Madness: Vettel gets down the inside of Copse, Alonso yields and lets Vettel through #F1 #BritishGP"
"8881";"How good is this battle #F1Family #Respect #BritishGP"
"8882";"Fine move from @officialvettel on @alo_oficial. Great driving from both!! #BritishGP"
"8883";"The replay of that! Squeaky bums #BritishGP"
"8884";"STOP WHINGING! #BritishGP"
"8885";"Dois campeões. Que espectáculo!! #F1 #BritishGP"
"8886";"What incredible driving between Sebby and Alonso! #BritishGP #F1 #bbcf1"
"8887";"This is racing. This! #BritishGP"
"8888";"#Vettel eindelijk voorbij #Alonso. Duurde effe. Haha.  #f1 #formule1 #britishGP"
"8889";"Vettel vs Alonso that was great driving. #BritishGP"
"8890";"it was very nice Seb! #F1 #BritishGP"
"8891";"That was just brilliant racing between Vettel and Alonso. Calm down though Seb #BritishGP"
"8892";"Vettel est un con, non? #F1 #BritishGP"
"8893";"Alla facciaccia tua Alonso. #BritishGP #F1"
"8894";"Unfair takeover by Vettel @fia He did not respect the track limits!! #BritishGP #F1"
"8895";"#rolex. #BritishGP #petronas Are you off your heads? Long ad in the last six laps of the best race of the season?"
"8896";"Défense plus que virile d'Alonso qui cette fois n'aura servi à rien. #BritishGP"
"8897";"Come on Seb! #F1 #BritishGp"
"8898";"WOW... Vettel vs Alonso is epic racing #BritishGP"
"8899";"GREAT CHAMPIONS!!!!!! Amazing fight on track!!! Well done Seb and Alonso!!!! Sure racing!!!!! #BritishGP #Silverstone50 #F1"
"8900";"Bye bye Nico #BritishGP #Hamilton http://t.co/DfWjqjd7YC"
"8901";"Be amazing if Jenson got a podium finish for only the 2nd time in Silverstone, especially as it's 'Pink for Papa' for his dad. #BritishGP"
"8902";"RT @jordmcgrath: That was close! #Vettel #Alonso #BritishGP"
"8903";"That was fab.... great scrapping, brilliant overtake... #BritishGP #F1 #Seb #Alonso"
"8904";"What a battle it has been between Vettel and Alonso #BritishGP"
"8905";"Wheel to wheel. No surrender. Who wants to blink first. Fantastic battling from both drivers. #BritishGP"
"8906";"Great driving from #Vettel vs #Alonso. Great battle. #BritishGP #SSF1 #SkyF1 #F1"
"8907";"This is how #f1 should be #BritishGP @alo_oficial Epic! Congratulations"
"8908";"Amazing driving from Fernando and Sebastian, just a pity the Red Bull got past #ForzaFerrari #BritishGP"
"8909";"Alonso &amp; Vettel is going off! #BritishGP"
"8910";"Awesome battle between Vettel and Alonso. Wish Vettel would stop moaning though. #BritishGP #SkyF1"
"8911";"Great on track duel after so many years in #F1 brilliant stuff by #sebastianvettel #BritishGP"
"8912";"hahahaha Alonso vs Vettel is very entertaining :)) #F1 #BritishGP"
"8913";"Vettel is such a whinger #BritishGP"
"8914";"Vettel vs Alonso #wheeltowheel #britishgp this is a good race http://t.co/7z5h9MV4ES"
"8915";"And Vettel wonders why people don't like him! Stop moaning about everything. #BritishGP #F1"
"8916";"E' stato bello, bello, bello e pazienza se Vettel ha avuto la meglio #F1 #BritishGP"
"8917";"#BritishGP Lap 47 - Fantastic battle by Alonso and Vettel really sad that Alonso couldn't keep him behind."
"8918";"Outstanding from #Vettel and #Alonso Superb driving #BritishGP"
"8919";"#Np #Uganda #Worldcup #Ned #Arg #Worldcup2014 #Britishgp #Nedvscrc #Crc #Snms #TT31772"
"8920";"Tesknilem za placzem Vettela #F1 #BritishGP"
"8921";"Alonso taglia la strada. Poco poco però. #BritishGP"
"8922";"Wow what a pass.  #BritishGP"
"8923";"Vettel and @alo_oficial wheel to wheel = INSANE ! #SkyF1 #BritishGP"
"8924";"Wow Seb <U+0001F60D><U+0001F60D><U+0001F60D> <U+0001F51D><U+0001F51D><U+0001F51D><U+0001F51D>  #F1 #BritishGP #Silverstone"
"8925";"That was and epic, epic battle between Vettel and Alonso. Whee-to-wheel racing at its finest #F1 #BritishGP"
"8926";"And Vettel overtakes Alonso, finally. Awesome fight. #F1 #BritishGP"
"8927";"This is the best I have ever seen Vettel drive. Impressed. #BritishGP #SkyF1"
"8928";"Incredible from both drivers...... Vettel overtakes #BritishGP"
"8929";"Great drivin between alonso and vettel!! Amazing stuff!! #BritishGP"
"8930";"RT @udithaumesh: RT @F1grid: That. Was. Great. Racing. #F1 #FuelYourFire #BritishGP"
"8931";"Holy crap. Vettel &amp; Alonso, what a supreme battle. #F1 #BritishGP"
"8932";"Vettel I'd let your driving do the talking if I were you #SkyF1 #BritishGP"
"8933";"That was fabulous #BritishGP"
"8934";"@SkySportsF1 OMG!!! What a battle between Alonso &amp; Vettel, awesome wheel to wheel action! More of the same    please!! #BritishGP #SkyF1"
"8935";"Just Breathtaking #alo #vet #BritishGP"
"8936";"Nooooo! Fernando!!! Take back 5th #ferrari #BritishGP"
"8937";"...now stop moaning &amp; keep pushing please... #BritishGP #AlwaysBelieveInSeb"
"8938";"Vettel is such a whiny little bitch, can't be dealing with him. <U+270B> #BritishGP"
"8939";"Vettel racing Alonso. Do not attempt this at home. #BritishGP #F1"
